Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
392,Entry long,2022-03-22 09:00,ORB Long A (2c) S:89 H:30 T1:Round T2:Round,14530.75,2,58123,417,0.72,417,0.72,-49,-0.08,23777.5,2.38
393,Exit long,2022-03-23 10:50,L-TP1,14648.5,2,58254,340,0.58,340,0.58,-143,-0.25,24117.5,2.41
393,Entry long,2022-03-23 09:10,ORB Long B+ (2c) S:82 H:30 T1:FVG T2:Round,14563.5,2,58254,340,0.58,340,0.58,-143,-0.25,24117.5,2.41
394,Exit long,2022-03-24 10:40,L-TP1,14661,2,58253,391,0.67,391,0.67,-52,-0.09,24508.5,2.45
394,Entry long,2022-03-24 10:10,ORB Long B+ (2c) S:80 H:30 T1:CTF S&R T2:Round,14563.25,2,58253,391,0.67,391,0.67,-52,-0.09,24508.5,2.45
395,Exit long,2022-03-25 10:00,L-TP1,14701.25,2,59171,-366,-0.62,59,0.10,-366,-0.62,24142.5,2.41
395,Entry long,2022-03-25 09:40,ORB Long B (2c) S:77 H:30 T1:Round T2:Round,14792.75,2,59171,-366,-0.62,59,0.10,-366,-0.62,24142.5,2.41
396,Exit long,2022-03-28 09:20,L-TP1,14797.25,2,59552,-363,-0.61,10,0.02,-363,-0.61,23779.5,2.38
396,Entry long,2022-03-28 08:55,ORB Long A (2c) S:89 H:30 T1:Round T2:Round,14888,2,59552,-363,-0.61,10,0.02,-363,-0.61,23779.5,2.38
397,Exit long,2022-03-30 10:00,L-TP1,15137.25,3,91216.5,-393,-0.43,193.5,0.21,-393,-0.43,23386.5,2.34
397,Entry long,2022-03-30 08:45,ORB Long B+ (3c) S:84 H:30 T1:PDH T2:Round,15202.75,3,91216.5,-393,-0.43,193.5,0.21,-393,-0.43,23386.5,2.34
398,Exit long,2022-04-04 10:00,L-TP1,15085,2,60020,320,0.53,320,0.53,0,0.00,23706.5,2.37
398,Entry long,2022-04-04 08:45,ORB Long B+ (2c) S:84 H:25 T1:Round T2:HTF S&R (48x),15005,2,60020,320,0.53,320,0.53,0,0.00,23706.5,2.37
399,Exit short,2022-04-11 14:35,S-TP1,14012,2,56319,271,0.48,271,0.48,-207,-0.37,23977.5,2.40
399,Entry short,2022-04-11 09:25,ORB Short B (2c) S:77 H:30 T1:Round T2:Round,14079.75,2,56319,271,0.48,271,0.48,-207,-0.37,23977.5,2.40
400,Exit long,2022-04-12 09:45,L-TP1,14129.75,1,28416,-156.5,-0.55,139.5,0.49,-156.5,-0.55,23821,2.38
400,Entry long,2022-04-12 08:45,ORB Long C (1c) S:61 H:0 T1:Round T2:HTF S&R (48x),14208,1,28416,-156.5,-0.55,139.5,0.49,-156.5,-0.55,23821,2.38
401,Exit short,2022-04-12 10:25,S-TP1,14182.75,3,84648,-448.5,-0.53,150,0.18,-448.5,-0.53,23372.5,2.34
401,Entry short,2022-04-12 09:45,ORB Short B+ (3c) S:80 H:30 T1:FVG T2:PDL,14108,3,84648,-448.5,-0.53,150,0.18,-448.5,-0.53,23372.5,2.34
402,Exit short,2022-04-12 12:40,S-TP1,14048.25,3,84670.5,381,0.45,381,0.45,-276,-0.33,23753.5,2.38
402,Entry short,2022-04-12 11:10,ORB Short B+ (3c) S:80 H:30 T1:CTF S&R T2:PDL,14111.75,3,84670.5,381,0.45,381,0.45,-276,-0.33,23753.5,2.38
403,Exit long,2022-04-13 10:00,L-TP1,14135,2,56189,351,0.62,351,0.62,-215,-0.38,24104.5,2.41
403,Entry long,2022-04-13 08:45,ORB Long B (2c) S:75 H:0 T1:Round T2:Round,14047.25,2,56189,351,0.62,351,0.62,-215,-0.38,24104.5,2.41
404,Exit short,2022-04-14 09:05,S-TP1,14049,3,84693,399,0.47,399,0.47,-153,-0.18,24503.5,2.45
404,Entry short,2022-04-14 08:50,ORB Short A (3c) S:86 H:25 T1:CTF S&R T2:PDL,14115.5,3,84693,399,0.47,399,0.47,-153,-0.18,24503.5,2.45
405,Exit short,2022-04-18 12:30,S-TP1,13913,3,83047.5,-430.5,-0.52,331.5,0.40,-430.5,-0.52,24073,2.41
405,Entry short,2022-04-18 10:45,ORB Short B+ (3c) S:80 H:30 T1:FVG T2:HTF S&R (96x)+Round,13841.25,3,83047.5,-430.5,-0.52,331.5,0.40,-430.5,-0.52,24073,2.41
406,Exit long,2022-04-19 08:55,L-TP1,14004.5,2,55723,295,0.53,295,0.53,-82,-0.15,24368,2.44
406,Entry long,2022-04-19 08:45,ORB Long B (2c) S:73 H:0 T1:CTF S&R T2:HTF S&R (96x),13930.75,2,55723,295,0.53,295,0.53,-82,-0.15,24368,2.44
407,Exit short,2022-04-20 09:00,S-TP1,14061,3,84712.5,346.5,0.41,346.5,0.41,-90,-0.11,24714.5,2.47
407,Entry short,2022-04-20 08:45,ORB Short A (3c) S:86 H:25 T1:Round T2:CTF S&R,14118.75,3,84712.5,346.5,0.41,346.5,0.41,-90,-0.11,24714.5,2.47
408,Exit short,2022-04-20 11:05,S-TP1,14015,2,56358,298,0.53,298,0.53,-94,-0.17,25012.5,2.50
408,Entry short,2022-04-20 10:00,ORB Short B (2c) S:75 H:25 T1:Round T2:CTF S&R,14089.5,2,56358,298,0.53,298,0.53,-94,-0.17,25012.5,2.50
409,Exit short,2022-04-21 09:45,S-TP1,14088.75,3,84886.5,354,0.42,354,0.42,-268.5,-0.32,25366.5,2.54
409,Entry short,2022-04-21 09:10,ORB Short A (3c) S:91 H:25 T1:FVG T2:PDL,14147.75,3,84886.5,354,0.42,354,0.42,-268.5,-0.32,25366.5,2.54
410,Exit short,2022-04-22 10:55,S-TP1,13515,2,54429,369,0.68,369,0.68,-261,-0.48,25735.5,2.57
410,Entry short,2022-04-22 09:20,ORB Short B (2c) S:75 H:30 T1:Round T2:HTF S&R (48x),13607.25,2,54429,369,0.68,369,0.68,-261,-0.48,25735.5,2.57
411,Exit short,2022-04-25 09:10,S-TP1,13327.5,2,53001,-309,-0.58,20,0.04,-309,-0.58,25426.5,2.54
411,Entry short,2022-04-25 08:55,ORB Short A (2c) S:89 H:30 T1:Round T2:Round,13250.25,2,53001,-309,-0.58,20,0.04,-309,-0.58,25426.5,2.54
412,Exit short,2022-04-25 11:05,S-TP1,13323,2,52983,-309,-0.58,21,0.04,-309,-0.58,25117.5,2.51
412,Entry short,2022-04-25 10:45,ORB Short B+ (2c) S:80 H:30 T1:Round T2:Round,13245.75,2,52983,-309,-0.58,21,0.04,-309,-0.58,25117.5,2.51
413,Exit short,2022-04-26 09:00,S-TP1,13215,2,53249,389,0.73,389,0.73,-43,-0.08,25506.5,2.55
413,Entry short,2022-04-26 08:45,ORB Short A+ (2c) S:103 H:30 T1:CTF S&R+Round T2:PDL,13312.25,2,53249,389,0.73,389,0.73,-43,-0.08,25506.5,2.55
414,Exit long,2022-04-27 09:00,L-TP1,13138.25,1,26450,-173.5,-0.66,60,0.23,-173.5,-0.66,25333,2.53
414,Entry long,2022-04-27 08:45,ORB Long C (1c) S:61 H:0 T1:CTF S&R T2:Round,13225,1,26450,-173.5,-0.66,60,0.23,-173.5,-0.66,25333,2.53
415,Exit short,2022-04-27 09:45,S-TP1,13088.75,2,52022,-333,-0.64,300,0.58,-333,-0.64,25000,2.50
415,Entry short,2022-04-27 09:10,ORB Short B+ (2c) S:82 H:30 T1:HTF S&R (48x) T2:2R ORB,13005.5,2,52022,-333,-0.64,300,0.58,-333,-0.64,25000,2.50
416,Exit short,2022-04-28 09:20,S-TP1,13178,2,52359,-353,-0.67,71,0.14,-353,-0.67,24647,2.46
416,Entry short,2022-04-28 09:00,ORB Short A+ (2c) S:103 H:30 T1:Round T2:HTF S&R (48x),13089.75,2,52359,-353,-0.67,71,0.14,-353,-0.67,24647,2.46
417,Exit long,2022-04-28 12:05,L-TP1,13385,1,26584,186,0.70,186,0.70,-1,0.00,24833,2.48
417,Entry long,2022-04-28 11:35,ORB Long C (1c) S:64 H:0 T1:Round T2:CTF S&R,13292,1,26584,186,0.70,186,0.70,-1,0.00,24833,2.48
418,Exit short,2022-04-29 11:00,S-TP1,13143.25,2,52885,312,0.59,312,0.59,-144,-0.27,25145,2.51
418,Entry short,2022-04-29 09:35,ORB Short A (2c) S:86 H:25 T1:CTF S&R T2:HTF S&R (48x),13221.25,2,52885,312,0.59,312,0.59,-144,-0.27,25145,2.51
419,Exit short,2022-05-04 09:10,S-TP1,12965,2,52170,310,0.59,310,0.59,-56,-0.11,25455,2.55
419,Entry short,2022-05-04 08:50,ORB Short B (2c) S:70 H:25 T1:Round T2:HTF S&R (48x),13042.5,2,52170,310,0.59,310,0.59,-56,-0.11,25455,2.55
420,Exit short,2022-05-05 09:00,S-TP1,13132,2,52885,357,0.68,357,0.68,-35,-0.07,25812,2.58
420,Entry short,2022-05-05 08:45,ORB Short B+ (2c) S:84 H:25 T1:CTF S&R T2:HTF S&R (48x),13221.25,2,52885,357,0.68,357,0.68,-35,-0.07,25812,2.58
421,Exit short,2022-05-06 09:05,S-TP1,12631.25,2,50169,-356,-0.71,92,0.18,-356,-0.71,25456,2.55
421,Entry short,2022-05-06 08:50,ORB Short A (2c) S:91 H:30 T1:Round T2:Round,12542.25,2,50169,-356,-0.71,92,0.18,-356,-0.71,25456,2.55
422,Exit short,2022-05-09 10:30,S-TP1,12265,2,49491,431,0.87,431,0.87,-290,-0.59,25887,2.59
422,Entry short,2022-05-09 09:05,ORB Short B (2c) S:75 H:30 T1:Round T2:HTF S&R (48x),12372.75,2,49491,431,0.87,431,0.87,-290,-0.59,25887,2.59
423,Exit short,2022-05-10 08:55,S-TP1,12441.75,2,49394,-373,-0.76,21,0.04,-373,-0.76,25514,2.55
423,Entry short,2022-05-10 08:45,ORB Short A (2c) S:91 H:30 T1:Round T2:HTF S&R (48x),12348.5,2,49394,-373,-0.76,21,0.04,-373,-0.76,25514,2.55
424,Exit short,2022-05-10 09:50,S-TP1,12265,2,49480,420,0.85,420,0.85,-8,-0.02,25934,2.59
424,Entry short,2022-05-10 09:35,ORB Short B (2c) S:77 H:30 T1:Round T2:HTF S&R (48x),12370,2,49480,420,0.85,420,0.85,-8,-0.02,25934,2.59
425,Exit short,2022-05-11 12:55,S-TP1,12015,2,48543,483,0.99,483,0.99,-29,-0.06,26417,2.64
425,Entry short,2022-05-11 11:55,ORB Short B+ (2c) S:80 H:30 T1:Round T2:2R ORB,12135.75,2,48543,483,0.99,483,0.99,-29,-0.06,26417,2.64
426,Exit long,2022-05-12 09:20,L-TP1,12029.75,1,23820,239.5,1.01,239.5,1.01,-25,-0.10,26656.5,2.67
426,Entry long,2022-05-12 09:05,ORB Long C+ (1c) S:66 H:0 T1:FVG T2:Round,11910,1,23820,239.5,1.01,239.5,1.01,-25,-0.10,26656.5,2.67
427,Exit short,2022-05-16 09:10,S-TP1,12327.75,2,48921,-390,-0.80,108,0.22,-390,-0.80,26266.5,2.63
427,Entry short,2022-05-16 08:45,ORB Short B+ (2c) S:84 H:25 T1:Round T2:CTF S&R,12230.25,2,48921,-390,-0.80,108,0.22,-390,-0.80,26266.5,2.63
428,Exit short,2022-05-16 10:45,S-TP1,12303,2,48832,-380,-0.78,73,0.15,-380,-0.78,25886.5,2.59
428,Entry short,2022-05-16 09:55,ORB Short B (2c) S:75 H:25 T1:Round T2:CTF S&R,12208,2,48832,-380,-0.78,73,0.15,-380,-0.78,25886.5,2.59
429,Exit short,2022-05-17 09:40,S-TP1,12347,2,49721,333,0.67,333,0.67,-148,-0.30,26219.5,2.62
429,Entry short,2022-05-17 09:05,ORB Short B (2c) S:70 H:25 T1:FVG T2:CTF S&R,12430.25,2,49721,333,0.67,333,0.67,-148,-0.30,26219.5,2.62
430,Exit short,2022-05-18 10:15,S-TP1,12215,2,49195,335,0.68,335,0.68,-247,-0.50,26554.5,2.66
430,Entry short,2022-05-18 08:55,ORB Short A (2c) S:89 H:30 T1:Round T2:Round,12298.75,2,49195,335,0.68,335,0.68,-247,-0.50,26554.5,2.66
431,Exit long,2022-05-19 12:10,L-TP1,11871.25,1,23958.5,-216,-0.90,195.5,0.82,-216,-0.90,26338.5,2.63
431,Entry long,2022-05-19 10:20,ORB Long C (1c) S:64 H:0 T1:Round T2:CTF S&R,11979.25,1,23958.5,-216,-0.90,195.5,0.82,-216,-0.90,26338.5,2.63
432,Exit short,2022-05-19 12:55,S-TP1,11955,2,47444,-376,-0.79,20,0.04,-376,-0.79,25962.5,2.60
432,Entry short,2022-05-19 12:45,ORB Short A (2c) S:94 H:30 T1:FVG T2:Weekly Low,11861,2,47444,-376,-0.79,20,0.04,-376,-0.79,25962.5,2.60
433,Exit short,2022-05-20 09:55,S-TP1,11818.5,2,47624,350,0.73,350,0.73,-190,-0.40,26312.5,2.63
433,Entry short,2022-05-20 09:05,ORB Short A+ (2c) S:103 H:30 T1:CTF S&R T2:2R ORB,11906,2,47624,350,0.73,350,0.73,-190,-0.40,26312.5,2.63
434,Exit short,2022-05-23 09:30,S-TP1,11905,2,47219,-401,-0.85,67,0.14,-401,-0.85,25911.5,2.59
434,Entry short,2022-05-23 09:00,ORB Short A (2c) S:89 H:30 T1:CTF S&R T2:2R ORB,11804.75,2,47219,-401,-0.85,67,0.14,-401,-0.85,25911.5,2.59
435,Exit short,2022-05-24 09:10,S-TP1,11615,2,46860,400,0.85,400,0.85,-158,-0.34,26311.5,2.63
435,Entry short,2022-05-24 08:45,ORB Short A+ (2c) S:105 H:30 T1:Round T2:2R ORB,11715,2,46860,400,0.85,400,0.85,-158,-0.34,26311.5,2.63
436,Exit short,2022-05-31 09:30,S-TP1,12612.75,2,50034,-417,-0.83,114,0.23,-417,-0.83,25894.5,2.59
436,Entry short,2022-05-31 09:00,ORB Short A (2c) S:86 H:25 T1:Round T2:2R ORB,12508.5,2,50034,-417,-0.83,114,0.23,-417,-0.83,25894.5,2.59
437,Exit long,2022-06-06 10:10,L-TP1,12699,2,51157,-361,-0.71,85,0.17,-361,-0.71,25533.5,2.55
437,Entry long,2022-06-06 09:00,ORB Long A (2c) S:89 H:30 T1:CTF S&R T2:Weekly High,12789.25,2,51157,-361,-0.71,85,0.17,-361,-0.71,25533.5,2.55
438,Exit long,2022-06-08 11:30,L-TP1,12662.75,2,51020,-369,-0.72,114,0.22,-369,-0.72,25164.5,2.52
438,Entry long,2022-06-08 08:45,ORB Long A+ (2c) S:103 H:30 T1:Round T2:Weekly High,12755,2,51020,-369,-0.72,114,0.22,-369,-0.72,25164.5,2.52
439,Exit short,2022-06-08 15:55,EOD Close,12620.5,1,25254,13,0.05,96,0.38,-62.5,-0.25,25177.5,2.52
439,Entry short,2022-06-08 11:35,ORB Short C (1c) S:64 H:0 T1:CTF S&R T2:Weekly Low,12627,1,25254,13,0.05,96,0.38,-62.5,-0.25,25177.5,2.52
440,Exit long,2022-06-09 10:05,L-TP1,12538.5,2,50527,-373,-0.74,166,0.33,-373,-0.74,24804.5,2.48
440,Entry long,2022-06-09 08:50,ORB Long A+ (2c) S:103 H:30 T1:CTF S&R T2:PDH,12631.75,2,50527,-373,-0.74,166,0.33,-373,-0.74,24804.5,2.48
441,Exit short,2022-06-10 09:20,S-TP1,11865,2,47870,410,0.86,410,0.86,-45,-0.09,25214.5,2.52
441,Entry short,2022-06-10 08:50,ORB Short B+ (2c) S:84 H:30 T1:Round T2:Round,11967.5,2,47870,410,0.86,410,0.86,-45,-0.09,25214.5,2.52
442,Exit short,2022-06-13 09:40,S-TP1,11365,2,45766,306,0.67,306,0.67,-5,-0.01,25520.5,2.55
442,Entry short,2022-06-13 09:10,ORB Short A+ (2c) S:105 H:30 T1:Round T2:Round,11441.5,2,45766,306,0.67,306,0.67,-5,-0.01,25520.5,2.55
443,Exit short,2022-06-13 13:30,S-TP1,11362.75,2,45753,302,0.66,302,0.66,-107,-0.23,25822.5,2.58
443,Entry short,2022-06-13 11:50,ORB Short A (2c) S:94 H:30 T1:FVG+Round T2:Round,11438.25,2,45753,302,0.66,302,0.66,-107,-0.23,25822.5,2.58
444,Exit short,2022-06-14 09:50,S-TP1,11378,2,45166,-346,-0.77,27,0.06,-346,-0.77,25476.5,2.55
444,Entry short,2022-06-14 09:40,ORB Short B+ (2c) S:80 H:30 T1:Round T2:Round,11291.5,2,45166,-346,-0.77,27,0.06,-346,-0.77,25476.5,2.55
445,Exit long,2022-06-15 13:00,L-TP1,11629.25,1,23096,162.5,0.70,162.5,0.70,-168.5,-0.73,25639,2.56
445,Entry long,2022-06-15 09:00,ORB Long C (1c) S:61 H:0 T1:CTF S&R T2:Round,11548,1,23096,162.5,0.70,162.5,0.70,-168.5,-0.73,25639,2.56
446,Exit short,2022-06-16 12:55,S-TP1,11115,2,44935,475,1.06,475,1.06,-79,-0.18,26114,2.61
446,Entry short,2022-06-16 09:00,ORB Short A (2c) S:91 H:30 T1:Round T2:2R ORB,11233.75,2,44935,475,1.06,475,1.06,-79,-0.18,26114,2.61
447,Exit short,2022-06-17 10:05,S-TP1,11246.75,2,44616,-371,-0.83,135,0.30,-371,-0.83,25743,2.57
447,Entry short,2022-06-17 09:30,ORB Short B (2c) S:77 H:30 T1:Round T2:Round,11154,2,44616,-371,-0.83,135,0.30,-371,-0.83,25743,2.57
448,Exit short,2022-06-23 08:55,S-TP1,11651.5,2,46239,-367,-0.79,36,0.08,-367,-0.79,25376,2.54
448,Entry short,2022-06-23 08:50,ORB Short B+ (2c) S:84 H:25 T1:CTF S&R T2:CTF S&R,11559.75,2,46239,-367,-0.79,36,0.08,-367,-0.79,25376,2.54
449,Exit short,2022-06-23 13:30,S-TP1,11650,2,46242,-358,-0.77,19,0.04,-358,-0.77,25018,2.50
449,Entry short,2022-06-23 12:00,ORB Short B (2c) S:75 H:25 T1:CTF S&R T2:CTF S&R,11560.5,2,46242,-358,-0.77,19,0.04,-358,-0.77,25018,2.50
450,Exit short,2022-06-30 09:55,S-TP1,11485,3,68467.5,-442.5,-0.65,363,0.53,-442.5,-0.65,24575.5,2.46
450,Entry short,2022-06-30 08:50,ORB Short A (3c) S:89 H:30 T1:Round T2:Weekly Low,11411.25,3,68467.5,-442.5,-0.65,363,0.53,-442.5,-0.65,24575.5,2.46
451,Exit short,2022-07-01 09:55,S-TP1,11486.75,2,45659,-288,-0.63,54,0.12,-288,-0.63,24287.5,2.43
451,Entry short,2022-07-01 09:35,ORB Short B (2c) S:77 H:30 T1:Round T2:Weekly Low,11414.75,2,45659,-288,-0.63,54,0.12,-288,-0.63,24287.5,2.43
452,Exit long,2022-07-08 10:05,L-TP1,12185,2,48469,271,0.56,271,0.56,-24,-0.05,24558.5,2.46
452,Entry long,2022-07-08 09:25,ORB Long B (2c) S:77 H:30 T1:Round T2:HTF S&R (48x),12117.25,2,48469,271,0.56,271,0.56,-24,-0.05,24558.5,2.46
453,Exit long,2022-07-08 13:35,L-TP1,12185,3,72705,405,0.56,405,0.56,-84,-0.12,24963.5,2.50
453,Entry long,2022-07-08 12:25,ORB Long B+ (3c) S:80 H:30 T1:Round T2:HTF S&R (48x),12117.5,3,72705,405,0.56,405,0.56,-84,-0.12,24963.5,2.50
454,Exit long,2022-07-13 09:05,L-TP1,11618.75,1,23393,-155.5,-0.66,7,0.03,-155.5,-0.66,24808,2.48
454,Entry long,2022-07-13 08:45,ORB Long C (1c) S:61 H:0 T1:FVG T2:CTF S&R,11696.5,1,23393,-155.5,-0.66,7,0.03,-155.5,-0.66,24808,2.48
455,Exit short,2022-07-14 09:30,S-TP1,11585.75,3,69151.5,-363,-0.52,85.5,0.12,-363,-0.52,24445,2.44
455,Entry short,2022-07-14 09:00,ORB Short A+ (3c) S:105 H:30 T1:Round T2:Weekly Low,11525.25,3,69151.5,-363,-0.52,85.5,0.12,-363,-0.52,24445,2.44
456,Exit long,2022-07-14 13:20,L-TP1,11785,2,46788,352,0.75,352,0.75,-304,-0.65,24797,2.48
456,Entry long,2022-07-14 10:40,ORB Long B (2c) S:78 H:0 T1:Round T2:CTF S&R,11697,2,46788,352,0.75,352,0.75,-304,-0.65,24797,2.48
457,Exit long,2022-07-18 09:45,L-TP1,12099.5,3,72984,-387,-0.53,136.5,0.19,-387,-0.53,24410,2.44
457,Entry long,2022-07-18 08:45,ORB Long B+ (3c) S:82 H:30 T1:Round T2:HTF S&R (48x),12164,3,72984,-387,-0.53,136.5,0.19,-387,-0.53,24410,2.44
458,Exit long,2022-07-18 12:30,L-TP1,12098.25,2,48641,-248,-0.51,99,0.20,-248,-0.51,24162,2.42
458,Entry long,2022-07-18 10:35,ORB Long B (2c) S:73 H:30 T1:Round T2:HTF S&R (48x),12160.25,2,48641,-248,-0.51,99,0.20,-248,-0.51,24162,2.42
459,Exit long,2022-07-19 09:50,L-TP1,12139.5,2,48342,216,0.45,216,0.45,-34,-0.07,24378,2.44
459,Entry long,2022-07-19 09:25,ORB Long B (2c) S:75 H:30 T1:Round T2:HTF S&R (48x),12085.5,2,48342,216,0.45,216,0.45,-34,-0.07,24378,2.44
460,Exit long,2022-07-20 09:30,L-TP1,12394.75,2,49368,211,0.43,211,0.43,-98,-0.20,24589,2.46
460,Entry long,2022-07-20 09:10,ORB Long B (2c) S:77 H:30 T1:CTF S&R T2:Round,12342,2,49368,211,0.43,211,0.43,-98,-0.20,24589,2.46
461,Exit long,2022-07-21 14:05,L-TP1,12635,3,75217.5,592.5,0.79,592.5,0.79,-174,-0.23,25181.5,2.52
461,Entry long,2022-07-21 10:30,ORB Long B+ (3c) S:80 H:30 T1:Round T2:Round,12536.25,3,75217.5,592.5,0.79,592.5,0.79,-174,-0.23,25181.5,2.52
462,Exit long,2022-07-22 08:55,L-TP1,12590,3,75940.5,-400.5,-0.53,241.5,0.32,-400.5,-0.53,24781,2.48
462,Entry long,2022-07-22 08:45,ORB Long A+ (3c) S:103 H:30 T1:Round T2:Round,12656.75,3,75940.5,-400.5,-0.53,241.5,0.32,-400.5,-0.53,24781,2.48
463,Exit short,2022-07-22 10:20,S-TP1,12498.75,2,50232,237,0.47,237,0.47,-218,-0.43,25018,2.50
463,Entry short,2022-07-22 09:05,ORB Short B (2c) S:73 H:0 T1:FVG T2:PDL,12558,2,50232,237,0.47,237,0.47,-218,-0.43,25018,2.50
464,Exit long,2022-07-27 11:25,L-TP1,12475.75,3,74355,499.5,0.67,499.5,0.67,-121.5,-0.16,25517.5,2.55
464,Entry long,2022-07-27 08:45,ORB Long B+ (3c) S:84 H:25 T1:CTF S&R T2:CTF S&R,12392.5,3,74355,499.5,0.67,499.5,0.67,-121.5,-0.16,25517.5,2.55
465,Exit long,2022-07-28 12:40,L-TP1,12735,3,75993,417,0.55,417,0.55,-252,-0.33,25934.5,2.59
465,Entry long,2022-07-28 10:25,ORB Long B+ (3c) S:80 H:30 T1:Round T2:Round,12665.5,3,75993,417,0.55,417,0.55,-252,-0.33,25934.5,2.59
466,Exit long,2022-07-29 09:25,L-TP1,12924.5,3,77191.5,355.5,0.46,355.5,0.46,-133.5,-0.17,26290,2.63
466,Entry long,2022-07-29 08:55,ORB Long B+ (3c) S:84 H:30 T1:CTF S&R T2:Round,12865.25,3,77191.5,355.5,0.46,355.5,0.46,-133.5,-0.17,26290,2.63
467,Exit long,2022-07-29 12:20,L-TP1,12910.75,4,102966,320,0.31,320,0.31,-94,-0.09,26610,2.66
467,Entry long,2022-07-29 11:35,ORB Long B+ (4c) S:80 H:30 T1:FVG T2:PDH,12870.75,4,102966,320,0.31,320,0.31,-94,-0.09,26610,2.66
468,Exit long,2022-08-01 09:50,L-TP1,13085,3,78031.5,478.5,0.61,478.5,0.61,-237,-0.30,27088.5,2.71
468,Entry long,2022-08-01 08:50,ORB Long A+ (3c) S:103 H:30 T1:Round T2:Round,13005.25,3,78031.5,478.5,0.61,478.5,0.61,-237,-0.30,27088.5,2.71
469,Exit long,2022-08-02 11:00,L-TP1,13002,2,51791,217,0.42,217,0.42,-106,-0.20,27305.5,2.73
469,Entry long,2022-08-02 09:45,ORB Long B (2c) S:77 H:30 T1:Weekly High T2:PDH,12947.75,2,51791,217,0.42,217,0.42,-106,-0.20,27305.5,2.73
470,Exit long,2022-08-03 10:10,L-TP1,13185,3,78606,504,0.64,504,0.64,-241.5,-0.31,27809.5,2.78
470,Entry long,2022-08-03 08:50,ORB Long A (3c) S:89 H:30 T1:Round T2:HTF S&R (48x),13101,3,78606,504,0.64,504,0.64,-241.5,-0.31,27809.5,2.78
471,Exit short,2022-08-05 11:05,S-TP1,13158.25,2,52365,-268,-0.51,23,0.04,-268,-0.51,27541.5,2.75
471,Entry short,2022-08-05 10:25,ORB Short C (2c) S:64 H:0 T1:Round T2:HTF S&R (48x),13091.25,2,52365,-268,-0.51,23,0.04,-268,-0.51,27541.5,2.75
472,Exit long,2022-08-05 13:25,L-TP1,13154.5,3,79276.5,-349.5,-0.44,177,0.22,-349.5,-0.44,27192,2.72
472,Entry long,2022-08-05 12:00,ORB Long A (3c) S:94 H:30 T1:FVG T2:PDH,13212.75,3,79276.5,-349.5,-0.44,177,0.22,-349.5,-0.44,27192,2.72
473,Exit long,2022-08-08 09:25,L-TP1,13342.75,3,80392.5,-336,-0.42,124.5,0.15,-336,-0.42,26856,2.69
473,Entry long,2022-08-08 08:50,ORB Long A (3c) S:89 H:30 T1:Round T2:Round,13398.75,3,80392.5,-336,-0.42,124.5,0.15,-336,-0.42,26856,2.69
474,Exit long,2022-08-08 09:45,L-TP1,13331.5,4,107052,-400,-0.37,8,0.01,-400,-0.37,26456,2.65
474,Entry long,2022-08-08 09:40,ORB Long A (4c) S:89 H:30 T1:Round T2:Round,13381.5,4,107052,-400,-0.37,8,0.01,-400,-0.37,26456,2.65
475,Exit short,2022-08-08 15:55,EOD Close,13212.5,2,52829,-21,-0.04,347,0.66,-217,-0.41,26435,2.64
475,Entry short,2022-08-08 10:40,ORB Short C (2c) S:64 H:0 T1:Round T2:HTF S&R (48x),13207.25,2,52829,-21,-0.04,347,0.66,-217,-0.41,26435,2.64
476,Exit long,2022-08-10 15:55,EOD Close,13381.25,3,80211,76.5,0.10,237,0.30,-313.5,-0.39,26511.5,2.65
476,Entry long,2022-08-10 10:00,ORB Long B+ (3c) S:80 H:30 T1:Round T2:Round,13368.5,3,80211,76.5,0.10,237,0.30,-313.5,-0.39,26511.5,2.65
477,Exit long,2022-08-11 09:45,L-TP1,13477.25,4,108218,-400,-0.37,388,0.36,-400,-0.37,26111.5,2.61
477,Entry long,2022-08-11 09:00,ORB Long B+ (4c) S:84 H:30 T1:HTF S&R (48x)+Round T2:Round,13527.25,4,108218,-400,-0.37,388,0.36,-400,-0.37,26111.5,2.61
478,Exit long,2022-08-12 09:40,L-TP1,13408,4,107668,-404,-0.38,30,0.03,-404,-0.38,25707.5,2.57
478,Entry long,2022-08-12 09:15,ORB Long B+ (4c) S:82 H:30 T1:FVG T2:HTF S&R (48x)+Round,13458.5,4,107668,-404,-0.38,30,0.03,-404,-0.38,25707.5,2.57
479,Exit long,2022-08-12 11:20,L-TP1,13496.75,4,107588,386,0.36,386,0.36,-112,-0.10,26093.5,2.61
479,Entry long,2022-08-12 10:00,ORB Long B+ (4c) S:82 H:30 T1:FVG T2:HTF S&R (48x)+Round,13448.5,4,107588,386,0.36,386,0.36,-112,-0.10,26093.5,2.61
480,Exit long,2022-08-15 09:15,L-TP1,13558.75,3,81693,-340.5,-0.42,117,0.14,-340.5,-0.42,25753,2.58
480,Entry long,2022-08-15 08:50,ORB Long A+ (3c) S:103 H:30 T1:Round T2:Round,13615.5,3,81693,-340.5,-0.42,117,0.14,-340.5,-0.42,25753,2.58
481,Exit long,2022-08-15 14:00,L-TP1,13685,3,81642,468,0.57,468,0.57,-3,0.00,26221,2.62
